@relation metrics+reasoning_time

@attribute ontology string
@attribute SOV numeric
@attribute ENR numeric
@attribute EOG numeric
@attribute RCH numeric
@attribute CYC numeric
@attribute ESUB numeric
@attribute SUPECHN numeric
@attribute ELCLSPRT numeric
@attribute ELAXPRT numeric
@attribute HLC numeric
@attribute RHLC numeric
@attribute IHR numeric
@attribute IND numeric
@attribute aNOC numeric
@attribute tNOC numeric
@attribute aCID numeric
@attribute mCID numeric
@attribute aCOD numeric
@attribute tCOD numeric
@attribute aNOP numeric
@attribute CONJP numeric
@attribute UFP numeric
@attribute EF numeric
@attribute EFP numeric
@attribute OBPP numeric
@attribute DTPP numeric
@attribute FUNP numeric
@attribute CHNP numeric
@attribute ELPROP numeric
@attribute reasoning_time numeric

@data
ore_ont_11906.owl,0.617286,0.028785,0.001709,0.000159,0.119685,0,0,0.999826,0.999799,0,0,0,0,0.191914,0.661056,0.043828,0.744046,0.025281,0.611739,0.028963,0,0,0,0,0,0,0,0,0,7.022868
ore_ont_12000.owl,0.440984,0.057198,0.245992,0.14471,0.526571,0.306472,0.531646,1,1,0.474919,0.074445,0,0.644493,0.244408,0.574277,0.15508,0.641925,0.1116,0.527074,0.1105,0,0,0.491087,1,1,0,0,0,1,6.045005
ore_ont_4587.owl,0.486236,0.077102,0.391324,0.150634,0.530981,0.027053,0.251857,0.862819,0.84507,0.365037,0.021357,0.369678,0.533087,0.194523,0.557434,0.084516,0.30936,0.088375,0.523106,0.067973,0,0.5025,0.36306,0.172,0.9139,0.0861,0,0,0.771368,6.227853
ore_ont_11115.owl,0.370616,0.055622,0.333827,0.060065,0.405973,0.059145,0.107771,1,1,0.221934,0.008465,0.411549,0.476573,0.208317,0.467716,0.070151,0.292083,0.068523,0.405615,0.070277,0,0,0.316711,1,1,0,0,0,1,5.003946
ore_ont_12776.owl,0.515505,0.028833,0.003683,0.000893,0.107507,1,0,1,1,0,0,0,0,0.191736,0.591769,0.043783,0.599746,0.025361,0.533595,0.02894,0,0,0.152432,1,1,0,0,0,0,6.073045
ore_ont_12317.owl,0.709212,0.055972,0.248859,0.350374,0.659448,1,0,1,1,0.649415,0.516204,0.68048,0,0.07968,0.677309,0.013654,0,0.060062,0.730077,0.020126,0,0,0.794417,1,1,0,0,0.233333,0.777778,8.101779
ore_ont_16730.owl,0.258337,0.04062,0.335508,0,0.268884,0,0,1,1,0,0,0,0,0.206198,0.423573,0.051677,0.205865,0.040417,0.3435,0.046345,0,0,0,0,0,0,0,0,0,4.688285
ore_ont_5188.owl,0.607389,0.029083,0.011437,0.00303,0.262637,1,0,1,1,0,0,0,0,0.191184,0.654149,0.043635,0.576557,0.025669,0.604536,0.028954,0,0,0.311011,1,1,0,0,0,0,6.994544
ore_ont_16351.owl,0.096627,0.074978,0.373922,0.278873,0.270067,0.265306,0,1,1,0,0,0,0,0.191991,0.306896,0.062845,0.212138,0.126718,0.25707,0.112618,0,0,0.258178,1,1,0,0,0,0,4.578142
ore_ont_15991.owl,0.563488,0.272232,0.485245,0.617433,0.724789,0,0,0.805983,1,0,0,0,0.688921,0.09568,0.390853,0.519809,0.703726,0.151018,0.428451,0.029161,0.2692,0.2854,0.422863,0.4453,0.9545,0.0455,0.0455,0,0.866667,7.579168
ore_ont_10968.owl,0.459928,0.066158,0.367601,0.201309,0.499751,0.39793,0.554033,1,1,0,0,0,0,0.188613,0.566544,0.056102,0.366313,0.073182,0.529897,0.055731,0,0,0.537016,1,1,0,0,0,0,5.676754
ore_ont_3712.owl,0.548446,0.064077,0.386559,0,0.541638,0,0,1,1,0,0,0,0,0.235069,0.633626,0.067564,0.24211,0.070419,0.5807,0.080747,0,0,0,0,0,0,0,0,0,6.454674
ore_ont_4719.owl,0.22894,0.085286,0.385294,0.221292,0.369088,0,0,0.754821,0.477778,0,0,0.13057,0.383536,0.184604,0.32353,0.177441,0.340243,0.159231,0.292641,0.082058,0,0,0,0,0.4862,0.5138,0.1101,0,0.936073,4.688285
ore_ont_16855.owl,0.146182,0.136276,0.44974,0.19363,0.356856,0,0,0.781327,0.141509,0,0,0,0.286222,0.092154,0.185174,0.267667,0.215102,0.280354,0.240855,0.028963,0,0,0,0,0.5375,0.4625,0,0,0.955056,4.584967
ore_ont_360.owl,0.549672,0.031657,0.02421,0.00021,0.616152,0,0,1,1,0,0,0,0,0.195379,0.616725,0.045754,0.074684,0.028953,0.561672,0.033134,1,0,0,0,0,0,0,0,0,6.336236
ore_ont_507.owl,0.37098,0.059902,0.25177,0.178085,0.483755,0.395888,0.475982,1,1,0,0,0,0.586383,0.240373,0.527091,0.149036,0.533082,0.114854,0.476984,0.110318,0,0,0.454032,1,1,0,0,0,0,5.432265
ore_ont_8119.owl,0.164182,0.097109,0.341509,0.562105,0.361187,0,0,0.378578,0.380117,0.13316,0.009957,0.073717,0.051249,0.179106,0.343398,0.098712,0.17909,0.108964,0.2984,0.103597,0,0.14,0,0,0.61,0.39,0,0,0.994764,4.65396
ore_ont_15355.owl,0.547205,0.039694,0.151215,0.135177,0.461556,0.203922,0.443738,1,1,0.368375,0.015595,0.13953,0.660385,0.210463,0.530259,0.193535,0.602202,0.078724,0.479781,0.071558,0.0221,0,0.449625,0.9779,1,0,0,0.233333,1,5.907177
ore_ont_3966.owl,0.272373,0.046494,0.260935,0.092461,0.328154,0.001706,0,1,0.993496,0.044387,0.000645,0,0.38517,0.178413,0.425771,0.071236,0.325131,0.053821,0.367591,0.02922,0.4386,0,0.273898,0.5614,1,0,0,0,1,4.742029
ore_ont_3262.owl,0.237332,0.175287,0.446307,0.648628,0.475521,0.282158,0.313525,0.72305,0.60061,0.363957,0.120843,0.364601,0.189643,0.128064,0.366592,0.144693,0.322055,0.175523,0.383518,0.076191,0.2134,0.2609,0.362296,0.3992,0.9959,0.0041,0,0,0.852234,5.355013
ore_ont_16157.owl,0.337142,0.046577,0.327703,0.021766,0.351189,0.135115,0.139244,1,1,0,0,0,0,0.209471,0.479436,0.054952,0.299645,0.049283,0.409253,0.053324,0,0,0.252149,1,1,0,0,0,1,4.895349
ore_ont_1537.owl,0.30656,0.04041,0.245825,0.054182,0.302767,0.071533,0.073565,1,1,0,0,0,0.389866,0.193212,0.43618,0.068186,0.325131,0.044488,0.366621,0.042885,0,0,0.280714,1,1,0,0,0,0,4.75646
ore_ont_6816.owl,0.795912,0.052054,0.185314,0.259619,0.68382,0.212239,0.636,1,1,0.537225,0.015757,0.530403,0.853388,0.261426,0.709663,0.229087,0.820641,0.149126,0.687271,0.143009,0.0006,0,0.687454,0.9994,1,0,0,0.583333,1,8.572817
ore_ont_11004.owl,0.160112,0.137254,0.466437,0.198864,0.366649,0,0,0.775253,0.133333,0,0,0.107993,0.296287,0.088886,0.180863,0.278507,0.217962,0.283297,0.239814,0.024435,0,0,0,0,0.5595,0.4405,0,0,0.957895,4.601831
ore_ont_8737.owl,0.806441,0.421999,0.853963,0.525566,0.98567,1,0.98766,1,1,0.94451,0.516365,0,0,0.646255,0.985061,0.30105,0.444822,0.528215,0.985459,0.590641,0,0,0.9263,1,1,0,0,0.233333,0.777778,11.528001
ore_ont_8090.owl,0.467496,0.031843,0.134653,0.008691,0.319794,0.021098,0.160568,1,1,0,0,0,0,0.193703,0.56044,0.045426,0.390891,0.029462,0.499244,0.032424,0,0,0.28286,1,1,0,0,0,1,5.645447
ore_ont_11817.owl,0.683291,0.145673,0.451906,0.369468,0.754942,0.194553,0.68272,1,1,0,0,0,0,0.235523,0.754451,0.105481,0.668796,0.174822,0.759511,0.127859,0.4324,0,0.735679,0.5676,1,0,0,0,1,8.545133
ore_ont_8387.owl,0.282286,0.15991,0.371985,0.459012,0.473266,0.010638,0,0.837776,0.641618,0.16425,0.004117,0.427876,0.461814,0.095263,0.304141,0.199553,0.410548,0.20133,0.348998,0.038986,0.54,0.05,0.212134,0.14,0.6667,0.3333,0.7778,0,1,5.229324
ore_ont_2749.owl,0.373258,0.142603,0.458156,0.634845,0.515472,0.020833,0,0.318052,0.265306,0.16425,0.001605,0.286025,0.486548,0.185049,0.305533,0.302872,0.363061,0.1873,0.282341,0.112984,0,0.0984,0.086059,0.0328,0.4844,0.5156,0,0,1,5.493061
ore_ont_10805.owl,0.191801,0.111893,0.242784,0,0.363541,0,0,1,0,0,0,0,0.132476,0,0,0.109333,0.335066,0.024076,0.227919,0.027608,0,0,0,0,1,0,0,0,1,4.611815
ore_ont_5742.owl,0.08727,0.044767,0.347904,0,0.176283,0,0,1,1,0,0,0,0,0.205653,0.306896,0.051377,0.138949,0.045721,0.214529,0.052427,0,0,0,0,0,0,0,0,0,4.546835
ore_ont_10016.owl,0.779562,0.154286,0.260677,0.085609,0.803321,0.693038,0.801503,0.999969,0.999984,0,0,0,0,0.328465,0.831998,0.122704,0.731238,0.185805,0.811296,0.205168,0,0,0.715042,0.9997,1,0,0,0,0,9.385274
ore_ont_4911.owl,0.858394,0.284052,0.424968,0.637787,0.928396,0,0,0.776555,0.995785,0.124609,0.000003,0.792721,0.913158,0.092804,0.461484,0.811305,0.950238,0.155352,0.512744,0.029889,0.2536,0.3145,0.507852,0.4279,0.993,0.007,0.0141,0.542254,0.908397,14.403298
ore_ont_13103.owl,0.591781,0.171858,0.492923,0.457458,0.720054,0.427512,0.694407,0.996287,0.996641,0.420326,0.007897,0.386421,0,0.259981,0.710462,0.121993,0.503716,0.209698,0.711153,0.163096,0.3699,0,0.696384,0.6228,1,0,0,0,0.97351,9.096574
ore_ont_12743.owl,0.796061,0.131466,0.281523,0.183146,0.804629,0.745883,0.492291,0.999922,0.99993,0.776857,0.513408,0.737087,0,0.168526,0.783579,0.072726,0.793002,0.156654,0.821078,0.111886,0.0085,0.0002,0.795374,0.9912,1,0,0.0132,0.509934,0.900356,9.941698
ore_ont_12792.owl,0.565164,0.057145,0.237315,0.315694,0.625569,0.401254,0.578393,1,0.996668,0.53538,0.048865,0.35416,0.754765,0.200452,0.65328,0.150575,0.710226,0.112431,0.63842,0.084502,0.0491,0,0.663354,0.9509,1,0,0,0.077778,1,7.396335
ore_ont_7300.owl,0.692703,0.084906,0.059493,0,0.673915,0,0,1,1,0,0,0,0,0,0,0.006111,0.187677,0.09706,0.703296,0.02896,0,0,0,0,0,0,0,0,0,7.673533
ore_ont_9053.owl,0.442312,0.135878,0.465008,0.181822,0.564881,0.180645,0.509737,0.99485,0.985544,0.439668,0.066204,0.385996,0.170245,0.22655,0.543299,0.110249,0.518633,0.228942,0.544596,0.095086,0.0279,0,0.477161,0.9464,0.6061,0.3939,0,0,0.982906,6.336826
ore_ont_4898.owl,0.29941,0.12942,0.303854,0.591647,0.506066,0,0,1,1,0,0,0,0,0,0,0.055059,0.351906,0.157302,0.484735,0.028867,0.5181,0,0.48147,0.4819,1,0,0,0,0,4.825644
ore_ont_3080.owl,0.464851,0.109593,0.428367,0.21445,0.562394,0.231204,0.479192,0.953329,0.870973,0.533309,0.318107,0.49067,0.342675,0.20758,0.577204,0.082389,0.502355,0.120156,0.551902,0.078538,0.2114,0.14,0.50278,0.5907,0.9394,0.0606,0.0303,0,0.825688,14.403298
ore_ont_7639.owl,0.07813,0.106683,0.429447,0.471199,0.291018,0,0,0.463358,0.142857,0.124609,0.021973,0.13057,0,0.115473,0.185174,0.193685,0.212138,0.186277,0.18855,0.051163,0,0.0769,0,0,0.5714,0.4286,0.0476,0,0.915094,4.518159
ore_ont_14396.owl,0.438149,0.069096,0.383589,0.167564,0.487835,0.478325,0.552004,1,1,0,0,0,0,0.201591,0.555326,0.060447,0.339613,0.076927,0.511908,0.065228,0,0,0.502267,1,1,0,0,0,1,5.497168
ore_ont_3842.owl,0.103335,0.031988,0.140335,0,0.092601,0,0,1,1,0,0,0,0,0.173181,0.298266,0.041532,0.235586,0.023789,0.21154,0.027278,0,0,0,0,1,0,0,0,1,4.525405
ore_ont_11597.owl,0.535366,0.029398,0.038896,0.000122,0.409552,0.00011,0,1,1,0,0,0,0.828912,0.199135,0.608711,0.298345,0.831752,0.032893,0.552619,0.037699,0,0,0.054297,1,1,0,0,0,0,8.804575
ore_ont_12325.owl,0.417789,0.087873,0.414819,0.176827,0.501166,0.012398,0.092829,0.81674,0.757444,0.366727,0.04226,0.369678,0.372414,0.192691,0.524703,0.070701,0.250068,0.101343,0.492669,0.07642,0,0.5671,0.255222,0.0579,0.8428,0.1572,0,0,0.813333,5.590987
ore_ont_2488.owl,0.283771,0.082642,0.413702,0.166718,0.419641,0.187266,0,0.979761,0.977528,0,0,0,0.37524,0.196508,0.419576,0.070068,0.237819,0.092384,0.367975,0.084025,0.0122,0,0.336092,0.878,1,0,0,0.104701,1,4.776318
ore_ont_7803.owl,0.611593,0.053107,0.193117,0.273918,0.678958,0.206294,0.630621,1,0.99992,0.572038,0.030857,0.520525,0.842876,0.24872,0.702034,0.218885,0.798939,0.145822,0.683125,0.130763,0.1001,0,0.680461,0.8999,1,0,0.0105,0,0.831169,9.00348
ore_ont_9896.owl,0.409588,0.048536,0.195853,0.268911,0.511426,0.56759,0.532828,1,1,0.487436,0.086418,0,0.667999,0.211399,0.548459,0.183785,0.651138,0.107833,0.512391,0.089963,0,0,0.525952,1,1,0,0,0,0.666667,6.073045
ore_ont_9435.owl,0.431045,0.068258,0.380762,0.164138,0.481221,0.475232,0.548145,1,1,0.47981,0.245329,0,0,0.201238,0.550089,0.060043,0.340867,0.075815,0.50568,0.06435,0,0,0.494711,1,1,0,0,0,1,5.442418
ore_ont_9054.owl,0.215719,0.151559,0.506543,0.432305,0.446684,0.188498,0.212809,0.813808,0.784777,0.254244,0.062012,0.23255,0,0.139285,0.383987,0.113314,0.199069,0.206078,0.406311,0.054053,0.2893,0,0.367495,0.5482,0.6346,0.3654,0.1731,0.224359,0.983871,4.967496
ore_ont_5033.owl,0.141272,0.198621,0.53447,0.567767,0.417096,0.032258,0,0.473071,0.278539,0.313161,0.12438,0.166737,0.209477,0.178527,0.32247,0.175761,0.246186,0.242448,0.324612,0.096863,0.1216,0.5,0.108595,0.0405,0.9333,0.0667,0.1467,0,0.821918,4.666579
ore_ont_2038.owl,0.037118,0.08056,0.297022,0.038931,0.295968,0.040816,0,1,0.382813,0.070351,0.004451,0,0.343389,0.178861,0.261274,0.192827,0.263976,0.189243,0.236054,0.032031,0,0,0.086059,1,1,0,0,0,1,5.633598
ore_ont_3341.owl,0.047462,0.132383,0.337828,0.428241,0.294359,0,0,0.510989,0.267857,0,0,0,0,0.307697,0.268843,0.169331,0.27013,0.189243,0.184298,0.213476,0,0,0,0,0,1,0,0,1,4.685213
ore_ont_1866.owl,0.18559,0.07265,0.366317,0.577652,0.336889,0,0,0.359032,0.242991,0.173414,0.017632,0.17708,0.349526,0.186955,0.312707,0.144625,0.24211,0.135008,0.269708,0.124724,0,0.2131,0,0,0.3529,0.6471,0,0,1,4.641181
ore_ont_5978.owl,0.151427,0.035408,0.154792,0.176924,0.233559,0.439759,0.341497,1,1,0.208637,0.025818,0,0.429654,0.166139,0.341817,0.135076,0.349143,0.050038,0.278046,0.030607,0,0,0.278507,1,1,0,0,0,1,4.60517
ore_ont_3087.owl,0.775573,0.116112,0.384502,0.427033,0.766586,0.144825,0.432042,0.998363,0.994756,0.394946,0.001288,0.756148,0.847783,0.076637,0.51557,0.307474,0.789814,0.091282,0.564695,0.036098,0.0763,0.0014,0.617192,0.9202,1,0,0.0132,0.509934,0.900356,9.933823
ore_ont_5358.owl,0.658201,0.049709,0.153696,0.282379,0.712428,0.17698,0.652558,1,1,0.586486,0.020583,0.574992,0.894846,0.230765,0.72733,0.237888,0.872909,0.1467,0.720495,0.11235,0.374,0,0.692852,0.626,1,0,0,0.388889,1,9.42451
ore_ont_9498.owl,0.8854,0.071886,0.288734,0.001327,0.785491,0.010039,0,1,1,0,0,0,0,0.244278,0.866765,0.072711,0.619671,0.080407,0.844261,0.092027,0,0,0.466751,1,1,0,0,0,0,10.211671
ore_ont_16626.owl,0.204817,0.037142,0.290391,0.031534,0.212287,0.058065,0.283524,1,1,0,0,0,0,0.196569,0.383346,0.048611,0.191654,0.038961,0.302391,0.039878,0,0,0.180372,1,1,0,0,0,1,4.685213
ore_ont_13178.owl,0.49285,0.080505,0.397623,0.188291,0.560284,0.194462,0.366715,0.962739,0.94999,0.367143,0.021217,0.445446,0.529904,0.199095,0.566669,0.076686,0.31027,0.093748,0.533414,0.081194,0.074,0,0.503163,0.7464,1,0,0,0.017348,1,6.180017
ore_ont_11948.owl,0.483845,0.07306,0.379439,0.150162,0.522762,0.027085,0.251857,0.863393,0.846037,0.363957,0.022518,0.324513,0.529332,0.194628,0.557355,0.083664,0.30936,0.088344,0.522946,0.068044,0,0.5051,0.36306,0.1729,0.9139,0.0861,0,0,0.773305,6.01453
ore_ont_8668.owl,0.483691,0.072916,0.379124,0.150962,0.522468,0.027085,0.251857,0.86252,0.844951,0.365037,0.022953,0.327124,0.529332,0.194661,0.557355,0.083616,0.30936,0.088357,0.522934,0.068053,0,0.5025,0.36306,0.172,0.9139,0.0861,0,0,0.770878,6.020214
ore_ont_16008.owl,0.971387,0.028761,0.148041,0,0,0,0,1,1,0,0,0,0,0.191981,0.901961,0.043854,0.749733,0.025249,0.883872,0.028952,0,0,0,0,0,0,0,0,0,10.909412
ore_ont_11003.owl,0.140005,0.102769,0.442328,0.174074,0.336022,0.108844,0,0.911089,0.752632,0.19794,0.042193,0.193943,0,0.183026,0.333751,0.092133,0.164229,0.108308,0.284979,0.046514,0,0,0.212134,0.5385,0.9048,0.0952,0.4286,0,0.984615,4.742029
ore_ont_7584.owl,0.223374,0.153678,0.444897,0.531473,0.434671,0.256684,0.284488,0.725732,0.761658,0.311205,0.067238,0.255426,0,0.198906,0.349728,0.190712,0.251942,0.132445,0.304198,0.112098,0,0,0.304864,0.5333,0.985,0.015,0.0075,0,0.822785,4.750712
ore_ont_13337.owl,0.477763,0.07472,0.384104,0.155502,0.520401,0.025867,0.176717,0.856588,0.837684,0.37971,0.030054,0.391905,0.522657,0.192109,0.545381,0.08468,0.311171,0.086997,0.510195,0.065688,0,0.4712,0.348013,0.1615,0.94,0.06,0,0,0.838897,6.054439
ore_ont_8730.owl,0.266927,0.227927,0.595337,0.336019,0.496315,1,0.073565,1,1,0.279804,0.018963,0.293189,0.441115,0.136912,0.291824,0.139505,0.304647,0.136546,0.277411,0.11818,0,0,0.288967,1,1,0,0,0,1,4.822966
ore_ont_13833.owl,0.210575,0.037682,0.214307,0.075081,0.274597,0.10951,0.256373,1,1,0,0,0,0.444992,0.196488,0.390853,0.12131,0.377367,0.051272,0.316907,0.047742,0,0,0.252149,1,1,0,0,0,0,4.790266
ore_ont_6315.owl,0.683218,0.145621,0.452061,0.369079,0.754815,0.194441,0.682582,1,1,0,0,0,0,0.23557,0.754383,0.10546,0.668517,0.174754,0.759387,0.127863,0.4323,0,0.735516,0.5677,1,0,0,0,1,8.527012
ore_ont_572.owl,0.409301,0.11315,0.370548,0.39633,0.52481,0,0,0.765021,0.758621,0.219901,0.002963,0.425318,0.506473,0.133194,0.316318,0.2972,0.390554,0.123274,0.302619,0.060193,0.4638,0.1594,0,0,0.7407,0.2593,0,0,0.907216,5.600888
ore_ont_13919.owl,0.385026,0.038238,0.112704,0.236691,0.484136,0.715596,0.509205,1,1,0.485081,0.059899,0,0.706214,0.209709,0.528327,0.25895,0.665478,0.099644,0.487066,0.08391,0,0,0.493282,1,1,0,0,0,1,6.258944
ore_ont_16235.owl,0.650458,0.048255,0.148761,0.261609,0.700622,0.160131,0.630621,1,0.999941,0.572055,0.018281,0.564013,0.887409,0.227674,0.71896,0.237242,0.860539,0.139788,0.709841,0.106432,0.3905,0,0.676515,0.6095,1,0,0,0,1,9.273691
ore_ont_14912.owl,0.340921,0.044753,0.166406,0.182578,0.455562,0.343373,0.455651,1,1,0.454024,0.092241,0.432293,0.627386,0.231331,0.501602,0.209795,0.573747,0.107393,0.449391,0.100613,0,0,0.430619,1,1,0,0,0,1,5.510737
ore_ont_4918.owl,0.273198,0.046061,0.314638,0.005273,0.304888,0.00436,0,1,1,0,0,0,0,0.212087,0.436471,0.055273,0.209062,0.047896,0.358703,0.054148,0,0,0.108595,1,1,0,0,0,1,4.694401
ore_ont_14101.owl,0.580577,0.170869,0.493176,0.416487,0.707727,0.401801,0.69329,1,1,0.605295,0.170097,0.63854,0,0.2767,0.705243,0.119166,0.48576,0.207924,0.697285,0.184363,0.3819,0,0.6747,0.6181,1,0,0,0.42229,1,7.732515
ore_ont_3561.owl,0.408021,0.192116,0.518081,0.593772,0.572783,0.157609,0.139244,0.636861,0.426174,0.285241,0.005928,0,0.553366,0.147349,0.348654,0.285102,0.404792,0.305308,0.394196,0.07182,0.2297,0.2703,0.273898,0.2162,0.7561,0.2439,0,0,0.466667,6.065334
ore_ont_2486.owl,0.937321,0.039918,0.095454,0.304184,0.736316,0.330789,0.723749,1,1,0.337992,0.000181,0.356183,0.967493,0.250092,0.749542,0.319598,0.96006,0.148023,0.737025,0.135837,0.0201,0,0.750406,0.9799,1,0,0,0.259259,1,9.825922
ore_ont_15741.owl,0.340756,0.052506,0.241191,0.248082,0.45212,0.700059,0.488718,1,1,0.453056,0.149725,0,0.57503,0.203505,0.496317,0.143867,0.51968,0.096862,0.452925,0.078866,0,0,0.462808,1,1,0,0,0,1,5.286582
ore_ont_10769.owl,0.162168,0.111546,0.216903,0,0.34306,0,0,1,0,0,0,0,0,0,0,0.108938,0.311171,0.023677,0.206006,0.027149,0,0,0,0,1,0,0,0,1,4.571269
ore_ont_15790.owl,0.672583,0.028765,0.23264,0,0,0,0,1,1,0,0,0,0,0.131863,0.665659,0.010771,0.398599,0.025255,0.654216,0.028959,0,0,0,0,0,0,0,0,0,7.465083
ore_ont_14216.owl,0.760602,0.13581,0.365354,0.927815,0.83716,1,0.743565,1,1,0,0,0,0.821009,0.110141,0.753926,0.114693,0.718316,0.203438,0.845509,0.090495,0.4602,0,0.882359,0.5398,1,0,0,0,0,9.43271
ore_ont_2036.owl,0.113028,0.065371,0.337769,0.424312,0.270067,0.494382,0,1,1,0,0,0,0.132476,0.165337,0.30053,0.062895,0.253774,0.13668,0.269,0.107489,0,0,0.298194,1,1,0,0,0,0,4.55738
ore_ont_1123.owl,0.697981,0.04043,0.204649,0.044898,0.617579,0.047564,0.652204,0.996632,0.991444,0.41397,0.003423,0.275838,0.790355,0.206057,0.725128,0.110455,0.743553,0.052974,0.690379,0.052702,0.0179,0.0344,0.588712,0.9138,0.8105,0.1895,0.2379,0,0.838828,14.403298
ore_ont_7251.owl,0.510978,0.044246,0.16486,0.189964,0.538362,0.419738,0.550256,1,1,0,0,0,0.706842,0.195225,0.603577,0.146847,0.657377,0.076431,0.569596,0.061418,0,0,0.572144,1,1,0,0,0,0,6.6089
ore_ont_10985.owl,0.478089,0.074296,0.383097,0.152914,0.51979,0.026738,0.193545,0.860164,0.840973,0.380891,0.030615,0.390326,0.521452,0.192225,0.546042,0.084076,0.311171,0.086296,0.510573,0.065332,0,0.4748,0.350731,0.1686,0.9396,0.0604,0,0,0.844444,6.001415
ore_ont_9674.owl,1,0.028758,0.130615,0,0,0,0,1,1,0,0,0,0,0.191978,0.921424,0.043852,0.80968,0.025246,0.905863,0.028949,0,0,0,0,0,0,0,0,0,11.242769
ore_ont_13052.owl,0.609985,0.091324,0.356445,0.375939,0.642987,0,0,0.586579,0.624763,0.539273,0.082189,0,0.624634,0.191536,0.631423,0.073477,0.395156,0.117264,0.620499,0.083307,0,0.0878,0,0,0.0968,0.9032,0.6452,0,0.987805,8.074857
ore_ont_6622.owl,0.449082,0.344552,0.550037,0.089075,0.672725,0.166886,0.482702,1,0.169818,0.409316,0.011457,0.375901,0,0.216341,0.562615,0.256214,0.359179,0.433035,0.636142,0.072117,0,0,0.453554,1,1,0,0,0,0.977273,6.563856
ore_ont_5090.owl,0.136765,0.093726,0.317975,0.132975,0.315779,0.405063,0.353091,1,1,0,0,0,0,0.245671,0.365478,0.081141,0.263976,0.111598,0.29053,0.111949,0,0,0.242136,1,1,0,0,0,0,4.571269
ore_ont_11623.owl,0.436732,0.123433,0.438015,0.498953,0.579792,0.370599,0.463422,1,1,0.454555,0.137842,0.542451,0,0.133413,0.539843,0.078724,0.306565,0.153992,0.567506,0.063837,0.5121,0,0.556243,0.4879,1,0,0.3632,0,1,6.102559
ore_ont_4516.owl,0.258337,0.128377,0.378439,0.255387,0.441938,0,0,0.849089,0.938633,0.243765,0.024326,0,0,0.186814,0.432682,0.094579,0.246186,0.153243,0.412723,0.072795,0.4024,0.2683,0.187838,0.061,1,0,0,0,0,4.801285
ore_ont_5852.owl,0.07067,0.043416,0.30705,0,0.160174,0,0,1,1,0,0,0,0,0.162808,0.274554,0.0278,0.089545,0.043994,0.200917,0.050446,0,0,0,0,0,0,0,0,0,4.553877
ore_ont_9835.owl,0.700653,0.152598,0.436084,0.500768,0.786736,0.234828,0.712871,0.999791,0.99986,0.626927,0.080781,0.62292,0,0.203814,0.766214,0.10449,0.66431,0.184136,0.792027,0.112086,0.4262,0,0.790495,0.5734,1,0,0,0,0.980263,9.782769
ore_ont_4260.owl,0.408766,0.053582,0.195845,0.160005,0.522441,0.206772,0.505783,1,1,0,0,0,0.664388,0.263239,0.560772,0.200802,0.61539,0.132446,0.511709,0.133881,0,0,0.474272,1,1,0,0,0,1,6.025866
ore_ont_6535.owl,0.482821,0.077795,0.393275,0.151816,0.528532,0.02534,0.193545,0.85999,0.841955,0.386491,0.030862,0.426957,0.52158,0.192463,0.55102,0.082537,0.311171,0.085387,0.515671,0.064906,0,0.4955,0.352491,0.1615,0.9405,0.0595,0,0,0.847162,6.108507
ore_ont_8666.owl,0.179387,0.062695,0.350249,0.380026,0.307615,0,0,0.659519,0.663462,0.088773,0.006221,0,0.357577,0.154395,0.306218,0.115863,0.220726,0.115666,0.273825,0.068738,0.1277,0.2553,0.126075,0.0851,0.7647,0.2353,0.2941,0,0.875,4.779123
ore_ont_11293.owl,0.695829,0.150341,0.447893,0.314681,0.768955,0.40028,0.751549,1,1,0.518022,0.014643,0,0,0.287028,0.778206,0.111542,0.64441,0.180782,0.765524,0.17678,0,0,0.771429,1,1,0,0,0,1,8.557055
ore_ont_2901.owl,0.291562,0.084176,0.403592,0.224572,0.418126,0.183333,0.400188,0.966272,0.946708,0.359445,0.145478,0.242292,0.081227,0.192919,0.454388,0.068664,0.273041,0.09861,0.411924,0.065595,0.2199,0,0.377595,0.644,1,0,0,0.245614,0.928571,5.771441
ore_ont_12118.owl,0.118733,0.101916,0.242281,0.955579,0.340251,0.957447,0,1,1,0,0,0.302677,0.118996,0.184907,0.304141,0.0983,0.311171,0.212969,0.289993,0.153687,0,0,0.353357,1,1,0,0,0,1,4.58156
ore_ont_2664.owl,0.477476,0.078936,0.395682,0.153963,0.526546,0.026973,0.193545,0.85926,0.839917,0.380891,0.029582,0.424242,0.521452,0.192227,0.545457,0.084404,0.311171,0.086714,0.510093,0.065593,0,0.4757,0.350731,0.1689,0.9396,0.0604,0,0,0.844904,6.0898
ore_ont_1310.owl,0.690504,0.055193,0.250777,0.275264,0.637863,0.386851,0,1,1,0.61566,0.19935,0.64511,0,0.143928,0.705533,0.03895,0.70038,0.059072,0.707546,0.027604,0.0048,0,0.752236,0.9952,1,0,0,0.212121,0.777778,7.976595
ore_ont_8429.owl,0.327528,0.05746,0.360941,0.072294,0.38319,0.007179,0,0.973472,0.983984,0.177547,0.006262,0.210391,0.311975,0.200771,0.459728,0.067045,0.290943,0.061695,0.39738,0.051274,0.3651,0,0.23467,0.3016,0.8846,0.1154,0,0,1,4.994957
