name,metrics
ore_ont_10806.owl,0.5916340.0303030.2250741.38E-40.3568560.00.01.01.00.00.00.00.00.1636560.6291990.0282890.3172110.0272220.5930280.0311721.00.00.00.00.00.00.00.00.0
ore_ont_3258.owl,0.2214460.0444270.3059650.0578890.2798590.0112040.2453190.94960.9444440.2061260.031060.00.00.1967670.3927450.0518210.1876770.0479110.3172840.0440540.00.21050.1260750.21051.00.00.03850.00.74359
ore_ont_5602.owl,0.7607650.1297780.3579870.9208760.8319561.00.7426641.01.00.00.00.00.8200150.0929690.7402480.109010.5728850.1938250.8418790.0762720.45850.00.8818160.54151.00.00.00.00.0
ore_ont_7342.owl,0.1741270.2039730.5980450.2649920.4245730.00.00.9412280.9354840.00.00.3876790.3318730.1519960.2990290.2286440.2920830.0796050.2518940.0275620.16670.00.234670.63330.750.250.50.01.0
ore_ont_2828.owl,0.7610250.1513510.3490980.4192030.8173770.3335270.6346551.01.00.00.00.00.00.2228220.8069620.0982360.7596910.1820610.827660.1422280.54430.00.7963380.45571.00.00.00.4117651.0
ore_ont_15413.owl,0.2933160.0766390.4052490.1150.3957270.0040080.00.8777470.8417270.1147380.0025390.0737170.3433890.186080.4150570.0766370.2378190.0731740.36010.0550660.00.63160.0860590.03510.75450.24550.00.00.807692
ore_ont_7536.owl,0.6150450.0642860.368080.2640690.6066910.975830.6674931.01.00.6379070.503840.00.00.1683560.6669440.0503960.2500680.07070.6538390.0432460.00.00.6880441.01.00.00.00.01.0
ore_ont_5115.owl,0.5087380.028820.2275750.00.0926010.00.01.01.00.00.00.00.00.1920330.5872610.0438820.3785510.0253250.5283210.0290390.00.00.00.00.00.00.00.00.0
ore_ont_10754.owl,0.4512740.2033520.5068030.5575920.6070470.1527090.1392440.6590680.4571430.289560.0038320.00.5932560.1514360.3551830.338570.4485580.4405360.4404020.0704160.22970.27030.2738980.21620.76740.23260.00.00.466667
ore_ont_6857.owl,0.2849440.0768850.4058570.1091220.3901420.0043570.00.8846610.8405510.00.00.00.3433890.188150.4094880.0777410.2378190.0714970.35190.0550640.00.5510.0860590.04080.70330.29670.00.00.902439
ore_ont_3770.owl,0.1867850.1167780.306640.00.3646880.00.01.00.00.00.00.00.1896430.00.00.1092150.3280950.0239710.2215210.0274870.00.00.00.01.00.00.00.01.0
ore_ont_13122.owl,0.5164330.1448630.4917590.4100660.6463610.627380.6102211.01.00.5949870.3239210.00.00.2515980.651680.0989250.3172110.1737560.6355110.1578410.00.00.6599071.01.00.00.00.00.0
ore_ont_15621.owl,0.6660370.279770.4553950.634050.7966170.00.00.7969081.00.00.00.00.7670470.0935390.4328870.5803890.7903470.1536150.4790360.0298850.27370.29110.4744560.43510.95650.04350.04350.00.866667
ore_ont_16777.owl,0.1993990.1136840.21990.00.3704050.00.01.00.00.00.00.00.0512490.00.00.1086410.3427130.0241820.2349440.0277280.00.00.00.01.00.00.00.01.0
ore_ont_16814.owl,0.1195220.1374330.459590.4866370.3504890.00.00.4984070.2191780.2312310.0647710.0737170.2780890.1352660.2374520.177180.1642290.1861710.2349440.0776230.080.640.00.00.780.220.260.00.839286
ore_ont_16010.owl,0.1732220.0339860.2826550.00.1601740.00.01.01.00.00.00.00.00.1932760.3596160.0445660.2500680.0319320.2738250.0366160.00.00.00.00.00.00.00.00.0
ore_ont_2569.owl,0.443970.0493530.3410910.0217980.4337680.0440990.1897181.01.00.1885520.0023280.00.00.2119560.5538040.0563090.2090620.0517690.49320.0561970.00.00.3360921.01.00.00.00.01.0
ore_ont_11203.owl,0.1983490.0716960.3809630.4829550.3608870.5425530.01.01.00.00.00.2042870.2877470.1699240.3041410.0897530.2655580.138570.2711060.1026410.00.00.3095191.01.00.00.00.01.0
ore_ont_7668.owl,0.1883560.2687250.5207910.6362140.482840.010.00.626950.1346150.2859810.0736440.3548410.3761580.1171250.3082320.1249730.2537740.1890170.3305080.0762470.46090.00870.0542970.00870.92310.07690.46150.00.903226
ore_ont_4354.owl,0.2933160.0778040.4034470.1211270.3976630.0041750.00.871070.831810.0887730.001520.046510.3433890.1829180.4123310.0773930.2378190.0770490.3605240.0555070.00.6610.0860590.03390.77690.22310.00.00.824242
ore_ont_13937.owl,0.7143860.1554780.3936790.0138740.7728070.3152970.4610671.01.00.6721370.1603250.6576820.2177010.3178310.7789190.1140820.7418270.1876520.7562060.2133070.3240.00.4841090.6761.00.00.00.4583331.0
ore_ont_16286.owl,0.7441750.0893960.2086781.21E-40.7147720.00.00.9998670.9990010.00.00.00.6261550.2536810.7626010.0936360.8014590.0902050.7265440.10320.00.00.00.00.67510.32490.00.00.999618
ore_ont_14450.owl,0.4962610.0675050.3688280.1266740.5346060.0978520.1856580.9729420.9739640.3525420.0178790.4275330.5296760.1941190.5634170.0721150.3120620.0747650.5240690.0683730.00.00.4771610.80621.00.00.00.00.944672
ore_ont_4527.owl,0.3968460.0356230.1804010.045910.3682840.0856760.4290171.01.00.2773250.0095180.00.5552930.1946870.5152730.1001770.4951840.0413780.4536680.0404980.00.00.3583581.01.00.00.00.01.0
ore_ont_13530.owl,0.1823310.0301880.234170.013250.0926010.0170210.0735651.01.00.00.00.00.00.190240.3649150.0438590.1460410.0276880.2792980.0296620.00.00.1085951.01.00.00.00.00.0
ore_ont_12884.owl,0.4774560.0788680.3954210.1542620.5264450.0269730.1935450.8589310.8396590.3808910.02960.4242420.5214520.1922270.5454570.0844040.3111710.0867140.5100930.0655930.00.47480.3507310.16860.93960.06040.00.00.844904
ore_ont_1212.owl,0.6693180.0514510.1695770.0955580.5924370.0975610.01.01.00.00.00.5651580.770730.1823840.3219340.7731460.6883680.0545220.2482350.048550.00.00.2009241.01.00.00.00.01.0
ore_ont_4133.owl,0.2217230.0803480.4162610.1128520.3581220.1705880.2990460.9857740.9855070.147450.0101910.00.2907050.1978760.3894960.0740840.2555650.0720360.3242710.0577990.00.00.2714870.88571.00.00.00.01.0
ore_ont_8388.owl,0.6733080.0843290.3071860.1951440.6736620.0451910.2563730.9995990.9809990.4436790.0141330.00.00.1459530.6884740.0595830.7617670.0963510.7035690.0341450.81870.00.5697350.17951.00.00.00.01.0
ore_ont_3936.owl,0.2157190.0344220.265430.041060.2001080.0546880.01.01.00.00.00.3096730.3921070.1919910.3245740.0962460.1586060.0491910.2433960.0503650.00.00.1403571.01.00.00.00.01.0
ore_ont_9783.owl,0.1883560.1341840.4595180.4260420.4086750.3018870.2815550.9113850.7485030.3217120.1404890.2346150.2049950.1749110.3729070.0985770.2355860.1436040.348130.0777380.15570.10660.3442380.65571.00.00.00.00.773438
ore_ont_10275.owl,0.3754840.0409160.1249850.2335310.4850330.2159820.4196641.00.9912750.3285010.0065740.1079930.6864840.1947510.5137360.2444720.6338610.1090580.4823930.0679110.41090.00.4419570.58911.00.00.00.00.764706
ore_ont_10742.owl,0.3510830.2000880.4641530.3591430.5621730.7421420.5690161.01.00.4652530.1430850.00.00.3531230.570880.1464280.4808840.2449340.5275620.2530480.00.00.5113651.01.00.00.00.01.0
ore_ont_16414.owl,0.7632310.2854340.4755420.6672730.8641950.00.00.78111.00.00.00.00.8408820.0871070.4625420.6541870.8711540.1589010.5208890.0297490.28280.29820.5167850.4190.9630.0370.0370.00.866667
ore_ont_10781.owl,0.3115720.2813540.536680.0854050.5496060.0454550.00.9927530.2373930.1814290.0018190.00.4693020.1867480.3829150.3081350.3711740.3130870.4117630.0366750.38460.07690.2121340.53850.36360.63640.00.00.916667
ore_ont_1662.owl,0.144370.1081550.2412230.00.3276610.00.01.00.00.00.00.00.0512490.00.00.1076790.2943160.0233170.190590.0267370.00.00.00.01.00.00.00.01.0
ore_ont_5974.owl,0.580920.0565040.3436220.2731630.5665630.9998540.6376961.01.00.00.00.00.00.1534030.636320.0438510.2744590.0607420.6239080.0289724.0E-40.00.6643520.99961.00.00.00.00.0
ore_ont_11131.owl,0.5355140.0592840.2653430.2559360.5296480.5235730.5462720.9991390.9991730.00.00.00.6380690.2184280.5666270.1429970.5700930.1111650.5307550.0958730.00.00.5394540.99691.00.00.00.00.666667
ore_ont_8294.owl,0.429620.0819810.3318190.0844540.4969850.0086990.00.9911710.9535510.1030635.79E-40.354160.3426750.1909310.5345010.0656970.5022690.0748410.4931640.041010.79750.00.2581780.10741.00.00.04350.00.918919
ore_ont_8441.owl,0.5259370.0724350.2608710.2595120.638850.4656550.6491541.00.9968620.6360650.2496610.5982590.7429550.2920460.6593180.1939970.7082880.176760.6276080.1767350.00.00.6147211.01.00.00.00.6436780.942308
ore_ont_3406.owl,0.494760.1411450.3267550.7221190.6718660.1716030.01.01.00.4745330.0518030.2897020.00.1178550.6128030.0835740.3898750.1691080.6673030.0633680.00590.00.738560.99411.00.00.00.01.0
ore_ont_14517.owl,0.178960.116440.2701730.00.3590560.00.01.00.00.00.00.00.1324760.00.00.1102930.3243730.0239120.2181060.0274190.00.00.00.01.00.00.00.01.0
ore_ont_8006.owl,0.3370570.0794840.3983380.1626250.4330570.002250.00.8233630.8013310.2451730.0146420.186040.3569880.1793620.4535680.0681330.2378190.0845110.4124570.0618960.00.37750.0860590.01320.78910.21090.00.00.798817
ore_ont_12993.owl,0.7669540.1245420.4545230.2507330.7846830.2710590.6793490.999450.9979530.5989310.0466060.453310.00.1869580.7785370.0904640.5851340.1478030.8013740.0756140.41850.00.7610150.57950.83780.16220.12160.01.0
ore_ont_16420.owl,0.556420.1654090.5028320.2456470.6682330.0668040.5235380.8325710.891690.5163910.0562060.5284690.546630.2474680.6402530.1451490.5297180.2101420.6376660.1262710.01190.05560.5304770.36980.92690.07310.02290.00.910774
ore_ont_15160.owl,0.1406410.1112630.2176360.00.3281540.00.01.00.00.00.00.00.00.00.00.1090550.2932070.0232910.1895770.0267070.00.00.00.01.00.00.00.01.0
ore_ont_14258.owl,0.3878240.0336060.0750690.0188760.4396640.0265590.430331.01.00.2720590.002050.00.709870.2346480.5251410.2881660.6814060.0747770.4602980.0832150.00.00.2807141.01.00.00.00.01.0
ore_ont_11866.owl,0.1361040.1102610.2281320.00.3241050.00.01.00.00.00.00.00.0512490.00.00.1078220.2886140.0231780.1853840.0265770.00.00.00.01.00.00.00.01.0
ore_ont_13674.owl,0.4779870.0814540.4022860.156540.5306980.0257130.1767170.8553150.8367610.379710.0282640.4251990.5226570.1922650.5457780.0845740.3111710.0872610.5106740.0659420.00.46580.3480130.15970.940.060.00.00.838897
ore_ont_6076.owl,0.4942250.2033480.5191810.4520470.6709760.4328780.5533121.00.999890.4715190.0449190.1667370.00.2602540.6442230.1451070.5482850.2491690.6498280.1637180.62080.00.578810.37921.00.00.00.0777781.0
ore_ont_7216.owl,0.2800150.1190120.33160.175650.4422060.00.01.01.00.00.00.00.00.1656280.4297460.095930.2537740.1424520.4174970.0287440.00.00.3800821.01.00.00.00.00.0
ore_ont_12118.owl,0.1187330.1019160.2422810.9555790.3402510.9574470.01.01.00.00.00.3026770.1189960.1849070.3041410.09830.3111710.2129690.2899930.1536870.00.00.3533571.01.00.00.00.01.0
ore_ont_2654.owl,0.1531150.0796730.272910.00.2998310.00.01.01.00.00.00.00.0512490.2237240.3590010.0621050.1311810.0910410.2849790.1043940.00.00.00.01.00.00.00.01.0
ore_ont_1728.owl,0.3044330.0606970.3840890.0406650.3711830.0719770.1303021.01.00.00.00.00.00.2210930.4641620.0625050.1990690.0662890.3941290.0703740.00.00.2762361.01.00.00.00.00.0
ore_ont_2017.owl,0.2658710.0834150.4057620.2548650.4000490.5252260.4404671.01.00.3847830.2708590.00.00.2000310.4442410.0652520.1744310.0953940.3952720.076080.00.00.4059131.01.00.00.00.01.0
ore_ont_10425.owl,0.4941730.1356560.2884170.712060.5902980.00.00.2231210.2105260.164254.93E-40.00.4194650.1805910.2711860.2523670.3804870.1491390.2315130.1220290.00.14290.0542970.02380.13890.86110.19440.00.966887
ore_ont_10774.owl,0.5468110.0528530.366710.00.5132950.00.01.01.00.00.00.00.00.2213870.6266280.0600350.2441740.056080.5727950.0643060.00.00.00.01.00.00.00.01.0
ore_ont_10264.owl,0.1263480.1109130.2166960.00.3181020.00.01.00.00.00.00.00.00.00.00.1080230.2811990.0229820.1786220.0263530.00.00.00.01.00.00.00.01.0
ore_ont_7120.owl,0.432870.0271955.73E-40.00.00.00.01.01.00.00.00.00.00.1900250.5346790.0427770.5960260.0232460.4689250.0266560.00.00.00.00.00.00.00.00.0
ore_ont_16547.owl,0.4409840.0573690.2459860.144710.5269980.3064720.5316221.00.9968750.4749190.0743350.00.6444930.2444080.5742770.1552430.6419250.1120790.5272720.11050.00.00.4910871.01.00.00.00.01.0
ore_ont_9024.owl,0.2121160.1596990.4796820.4820240.4527310.2475250.2502820.8750440.4243640.3107070.0813630.3103340.00.1273680.3818250.1121760.2121380.2006040.4104090.0530810.23530.09240.3794680.52941.00.00.00.01.0
ore_ont_15933.owl,0.307490.1295250.305470.5893160.5112990.00.01.01.00.00.00.00.00.00.00.0552160.353520.157510.4906020.0288740.5240.00.486190.4761.00.00.00.00.0
ore_ont_14294.owl,0.4827440.0779870.3939450.150520.5287270.0243190.1767170.8604540.8418510.3836720.0295050.4266090.5227830.1921740.550230.0828240.3111710.0852320.5148670.0646460.00.48610.348930.15710.94060.05940.00.00.840517
ore_ont_8563.owl,0.3718860.0630050.3632140.1076150.4265160.2652860.4439151.01.00.2682910.0164930.00.00.2084310.5086060.0600870.3075070.0700530.4524570.0653950.00.00.4093571.01.00.00.00.01.0
ore_ont_14863.owl,0.381440.0352340.112460.1129970.4316110.0676880.3233131.00.9990550.3145890.0062420.00.673590.1936480.5084740.2289120.645470.0687810.4595330.0491430.41860.00.3788480.58141.00.00.00.01.0
ore_ont_16255.owl,0.3246540.0794940.4058440.1437880.4453380.1464210.00.9781140.973970.00.00.00.375240.203820.4559990.0669950.2378190.0907190.404560.0851740.00860.00.3607440.85341.00.00.00.0653331.0
ore_ont_16299.owl,0.5688930.0294770.0495663.46E-40.2918690.0060320.00.9997150.9996650.00.00.00.00.1894850.6269650.0425050.7000690.0261770.5750170.0299610.00.00.0542970.251.00.00.00.00.0
ore_ont_3640.owl,0.3683380.2567430.5131150.5670980.5889460.00.00.8263081.00.00.00.00.5349750.1049140.3430060.3530610.5403950.1416410.3623020.0294170.25760.27780.355060.46461.00.00.05260.00.866667
ore_ont_14934.owl,0.6718270.1594510.3761620.09850.7344660.4605650.5047931.01.00.6158440.1062190.6446520.00.2957850.7478810.1060730.7265460.192560.7318880.2114170.06310.00.6359830.93691.00.00.00.2441861.0
ore_ont_16827.owl,0.1542250.0906710.3224160.00.3151850.00.01.01.00.00.00.00.1024970.1554930.275640.1612740.3172110.0288210.1991420.0269020.00.00.00.01.00.00.00.01.0
ore_ont_3330.owl,0.079320.0881360.3887170.2388950.272370.1632650.01.01.00.1246090.0267090.00.00.1538030.2612740.0911330.1389490.0829110.2092180.0461630.00.00.217191.00.60710.39290.00.00.9
ore_ont_13141.owl,0.5165990.0318810.2719080.00.3532440.00.01.01.00.00.00.00.00.1779550.585640.0361350.3172110.0292390.5363840.0335280.00.00.00.00.00.00.00.00.0
ore_ont_16167.owl,0.0915390.085690.3779150.2675620.2756830.00.00.7003370.750.0443870.0036360.00.00.1394690.2411640.1146290.1460410.0889780.1982380.0523320.00.57140.00.00.63830.36170.42550.00.990566
ore_ont_4429.owl,0.4785160.0788490.3956640.1557790.5272230.0257640.1767170.8561750.8372810.3802190.0289770.4241220.5242760.1921090.5456460.0850330.3111710.0870420.5105150.0657190.00.47420.3480130.16060.940.060.00.00.838897
ore_ont_3215.owl,0.7170830.1587850.2897610.6654810.8349860.8232020.6517880.8586570.6666730.617410.1445490.585620.00.031960.6555930.0878470.743580.1915630.834610.0289570.57950.00.7817170.22741.00.00.00.01.0
ore_ont_6452.owl,0.4914920.0804140.3971690.1871570.5588080.1946360.3738820.9640150.9507650.3681710.0218790.444740.528580.1990720.5657520.0766020.310270.093520.5322920.0810080.07670.00.5018810.74881.00.00.00.017611.0
ore_ont_7839.owl,0.0568190.110070.3819520.00.272370.00.01.00.739130.00.00.00.00.1585790.193040.1889640.1916540.0847090.1286390.0579270.00.00.00.00.71430.28570.07140.00.916667
ore_ont_10929.owl,0.7543890.1882770.3871390.5436910.8020620.00.00.5046380.1538460.1407031.7E-50.00.7424160.0890740.165960.9567110.6835240.0880270.1503480.045750.06670.00.0860590.13330.71260.28740.0460.00.837438
ore_ont_10413.owl,0.1367650.1092610.2378860.00.3235810.00.01.00.00.00.00.00.0512490.00.00.1099540.2886140.0231780.1853840.0265770.00.00.00.01.00.00.00.01.0
ore_ont_14040.owl,0.3721260.1137670.4490840.303150.5112680.2754760.3617740.9013180.7499140.3646070.0522720.00.00.1997010.5202370.0853040.2639760.1348890.4975590.0825360.03950.23820.4766270.66461.00.00.00.01.0
ore_ont_4724.owl,0.1334140.1094030.2291330.00.3214430.00.01.00.00.00.00.00.00.00.00.1100780.2862160.0231160.1831960.0265070.00.00.00.01.00.00.00.01.0
ore_ont_1494.owl,0.2810810.0312030.2158620.0032490.1808920.003040.0464151.01.00.00.00.00.00.1943360.4334980.0453830.2862160.0288260.3551510.0325450.00.00.0860591.01.00.00.00.01.0
ore_ont_14556.owl,0.6068190.2756760.4342070.6040410.7546670.00.00.8155881.00.00.00.00.7224470.0986540.3896920.5924680.7405670.148970.4236090.0295890.25330.27730.421070.46940.95650.04350.04350.00.866667
ore_ont_10058.owl,0.4836720.0730850.3795120.1509620.5227350.0270850.2518570.862520.8449510.3650370.0229220.3325350.5293320.1946610.5573550.0835870.309360.0883570.5229340.0680530.00.50250.363060.1720.91370.08630.00.00.769892
ore_ont_1091.owl,0.4839020.0728370.3790760.1516110.5225210.0269890.2518570.8616890.844440.365250.0229820.3271240.5293320.1945840.5575920.0834440.309360.0882370.5231920.0679380.00.50.363060.17060.91670.08330.00.00.769397
ore_ont_5665.owl,0.2387410.0921350.1665140.3413220.4003830.50.01.01.00.00.00.00.00.1391540.4009840.0421250.3566560.1068890.3876920.0790440.00.00.4158211.01.00.00.00.00.0
ore_ont_205.owl,0.4954790.1438480.4718180.3833030.6261950.5440740.4898420.9655290.9392870.5413670.1971610.4751810.3704680.2326780.6238320.1041550.457510.1750730.6133820.130970.39336.0E-40.5806760.52491.00.00.00880.1238940.819355
ore_ont_13383.owl,0.2740150.0800370.4101450.1317030.3883710.0048660.00.8603130.819780.1885520.0107580.130570.3433890.1880340.4021280.080230.2378190.0764070.345850.057960.00.66040.0860590.03770.69860.30140.00.00.875
ore_ont_14906.owl,0.4843240.0731440.3798720.1506310.5232670.0272880.2518570.8629080.8447650.3669360.023450.3357630.5293320.1948020.5580180.0834740.309360.0884140.5236320.0681520.00.50420.3638170.17250.91390.08610.00.00.770386
ore_ont_8327.owl,0.2882380.0318360.2189570.0030160.2001080.0070220.01.01.00.1147380.0036210.00.00.1949560.4387580.0457060.2862160.0293940.3610510.0332340.00.00.0860591.01.00.00.00.01.0
ore_ont_9318.owl,0.6844480.0358450.0249338.0E-50.7101920.00.00.9999120.9999050.00.00.00.00.2006070.7108680.0486060.2179620.034310.6679770.039330.00.00.00.00.00.00.00.00.0
ore_ont_13503.owl,0.0744710.0572540.3863070.1617130.2176330.00.00.7898470.7179490.00.00.00.1324760.1519440.244680.0778710.1225930.0900350.1945110.079360.00.8750.00.01.00.00.00.01.0
ore_ont_9884.owl,0.4909390.0507570.3160293.83E-40.4689330.00.01.01.00.00.00.00.00.2184820.5873730.0584870.3831230.0533820.5286070.0611021.00.00.00.00.00.00.00.00.0
ore_ont_509.owl,0.4083110.0899070.416110.1886070.4976480.0135550.0928290.804660.7422140.3612880.0419970.3666210.3792860.1921120.5166290.0722310.2500680.1042410.4850810.078230.00.53410.2521490.05850.83860.16140.00.00.808874
ore_ont_264.owl,0.5015490.1509060.367520.547950.65530.00.01.01.00.00.00.00.00.00.00.0733310.5505010.1815560.6451720.028950.46840.00.6401640.53161.00.00.00.00.0
ore_ont_15167.owl,0.1278020.1378360.506220.2569440.3596720.00.00.6917750.430380.1535530.0250660.00.00.1223810.2625960.1520280.1990690.2304780.2889070.0656950.09090.18180.00.00.74360.25640.1410.00.776
ore_ont_5059.owl,0.6281890.0914130.2397650.00.6383750.00.01.00.9767260.00.00.00.7212050.2135550.5691610.2767340.7348960.0579020.5126450.0569020.00.00.00.01.00.00.00.00.969673
ore_ont_6067.owl,0.2786270.0457070.256490.090010.3291290.00480.01.00.9938840.0887730.001820.00.3898660.1788180.4300670.0708540.3251310.0525820.3716250.0292050.42370.00.2785070.57631.00.00.00.01.0
ore_ont_6485.owl,0.1226140.1439920.4356930.5362070.3887680.00.00.9154260.5706210.00.00.2404530.00.0682360.2837460.0863910.2355860.1716610.3438970.0296370.47620.00790.3048640.3811.00.00.00.00.75
ore_ont_7418.owl,0.2351790.1118410.2787210.00.3929930.00.01.00.00.00.00.00.2436820.00.00.1081250.3681140.0244690.2583110.0280580.00.00.00.01.00.00.00.01.0
ore_ont_9154.owl,0.2696880.0506320.239310.0794270.3246240.1238530.2038671.01.00.00.00.00.00.1990260.4330920.0532430.4381240.0534780.3643420.049710.00.00.3032491.01.00.00.00.00.0
ore_ont_15363.owl,0.5409010.0920160.263930.2825420.5855330.7924170.5334121.01.00.00.00.00.653210.3491710.5988310.2116450.6148090.2314430.5560260.2425830.00240.00.5267090.99761.00.00.00.3888891.0
ore_ont_12387.owl,0.8069620.1425790.3564650.0089170.8209330.3641910.01.01.00.6978510.0942240.7312330.00.3167930.8414390.1130440.8299810.1708370.8210650.1948360.23570.00.5327760.76431.00.00.00.3111111.0
ore_ont_4487.owl,0.6713680.1591830.37460.0987310.7339650.4592650.4986771.00.9999310.6599510.2127270.6446520.00.2949810.7472980.1059480.7265460.1922010.7314340.2104190.06130.00.6359830.93871.00.00.00.00.772727
ore_ont_10823.owl,0.144370.1091530.2499750.00.3286430.00.01.00.00.00.00.00.0812270.00.00.1076790.2943160.0233170.190590.0267370.00.00.00.01.00.00.00.01.0
ore_ont_9864.owl,0.3180190.0563230.3479840.0817820.3749440.0079370.00.96690.9746140.2110540.0122830.2282190.2780890.1932560.453040.0632390.2909430.0583410.3922750.0438590.35290.05880.234670.27940.88460.11540.00.01.0
ore_ont_12824.owl,0.1285210.1860890.3361350.8433540.4026750.2073170.1605680.2928950.3855420.1885520.0230060.00.00.1854730.2951230.2006040.2715990.2823390.3028470.1370710.00.00.2610270.39130.57760.42240.26720.00.884735
ore_ont_4780.owl,0.5010510.0774670.3878040.1787110.5634030.1899880.3794350.9641510.9508230.3520190.0159660.4145380.5313730.2004460.5770510.0759980.309360.0930840.5441430.0817640.0740.00.5102110.74361.00.00.00.0164321.0
ore_ont_8999.owl,0.4780890.0790240.3958780.1555590.5272230.0257210.1767170.8563780.8375320.3803880.0291440.4256730.5226570.1921480.5457590.084570.3111710.0869970.5106020.0657120.00.47420.3480130.16060.940.060.00.00.838897
ore_ont_3281.owl,0.2102640.0839220.4081910.1102590.3476160.00.00.8779040.9743590.00.00.2132460.3275980.1801180.3261090.1237310.1525650.1145490.280530.0347330.00.00.00.00.64710.35290.00.01.0
ore_ont_14327.owl,0.2249960.079290.0276090.00.3479820.00.01.01.00.00.00.00.00.0022670.0925879.82E-40.0330480.0898760.3406630.0285070.00.00.00.00.00.00.00.00.0
ore_ont_1475.owl,0.4246580.0875320.4132560.2626430.514150.6048780.5302231.01.00.4932450.2921060.00.00.1986590.5521780.0650690.2686340.1007770.5202680.0818470.00.00.5353471.01.00.00.00.00.769231
ore_ont_10197.owl,0.5056030.1197250.3429370.4367830.5864750.0060240.00.5255190.5830040.00.00.00.6185440.1873810.4149230.2991090.5392570.124540.3810590.0907280.00.00.1085950.0140.5870.4130.00.00.865854
ore_ont_15331.owl,0.0680520.1134220.3533470.00.2808640.00.01.00.7894740.00.00.00.00.1078760.1601490.2051380.1954460.0816210.1239220.0289630.00.00.00.00.64710.35290.07840.00.915966
ore_ont_7102.owl,0.478130.0786080.3949530.1539120.526470.0269350.1935450.8592510.8398660.3808910.0294630.4242420.5227830.1921090.5455520.0846710.3111710.0865880.510210.0655140.00.47480.3507310.16860.94010.05990.00.00.845588
ore_ont_10749.owl,0.5001440.0751830.3817610.179090.5603450.1905520.3787360.9639890.950630.3528020.0166960.3788080.5297330.2005080.576790.0761120.309360.0932170.5438730.0818690.07420.00.5099790.74311.00.00.00.0167141.0
ore_ont_13664.owl,0.6800250.0287830.001125.6E-50.1196850.00.01.01.00.00.00.00.00.1919320.7037380.0438350.7610520.0252780.6599520.0289681.00.00.00.00.00.00.00.00.0
ore_ont_14667.owl,0.329120.0699710.2775940.3280480.4967490.5697260.493061.01.00.4391310.0980710.00.5850960.2525580.5160130.1706980.5389840.1541250.4743840.141620.00.00.4829661.01.00.00.00.01.0
ore_ont_7540.owl,0.7166140.0287664.84E-40.00.00.00.01.01.00.00.00.00.00.1919610.7286380.0438420.7586960.0252560.6880590.028960.00.00.00.00.00.00.00.00.0
ore_ont_15800.owl,0.1626750.0293550.3000540.00.0463010.00.01.01.00.00.00.00.00.1919910.3518260.0438590.1311810.026010.2626920.0298250.00.00.00.00.00.00.00.00.0
ore_ont_14025.owl,0.6925240.126420.3658090.3107920.7406050.7678160.4993381.00.9999310.6744630.2664260.3348570.00.2175670.747340.0776280.7265460.150360.7509980.1379660.01220.00.7662870.98781.00.00.00.00.94382
ore_ont_10348.owl,0.4286480.2056760.4299090.2706370.6100870.73420.5597131.00.999910.50020.1141470.00.00.3733450.622440.1535330.5659930.2518240.5806090.2685010.00.00.5418181.01.00.00.00.6666671.0
ore_ont_6751.owl,0.5468520.052910.3668652.17E-40.513510.00.01.01.00.00.00.00.00.2213180.626640.0600260.2441740.0561430.5728710.0643161.00.00.00.01.00.00.00.5833331.0
ore_ont_4767.owl,0.2183380.0627070.3457690.1637450.3256520.191860.01.01.00.00.00.00.00.1725330.3902750.0453830.2355860.0701120.3384270.0574040.00.00.3245511.01.00.00.00.01.0
ore_ont_412.owl,0.3483730.1456610.4561090.305890.5306270.2585240.4207981.01.00.376210.0733830.4284450.00.2433730.5174990.0972850.2441740.1810340.4903750.1626470.32360.00.4530740.67641.00.00.00.1544121.0
ore_ont_1034.owl,0.2051460.1159190.2770280.00.3763910.00.01.00.00.00.00.00.1837250.00.00.1089150.345110.0242130.2371470.0277640.00.00.00.01.00.00.00.01.0
ore_ont_3455.owl,0.0985910.1232420.4668750.2686240.326160.0921050.0735650.7922080.5271320.2110540.0702910.1079930.00.1695640.2901110.1144350.2121380.1545540.2615220.0590040.00.13040.1628920.30431.00.00.00.00.758065
ore_ont_12150.owl,0.1531150.1006250.2537470.1481470.333350.150.01.01.00.00.00.1975710.2214930.1834970.3305150.0561380.3295380.1481110.2969390.0516310.00.00.2421361.01.00.00.00.01.0
ore_ont_11157.owl,0.2681440.1949670.5404620.3712240.5065780.1483980.3035120.9985350.3653940.3191330.0362580.3465560.1189960.1551050.4265630.1484920.2025380.244720.4574530.0489950.12190.00.4309390.87460.53060.46940.02040.00.947917
ore_ont_766.owl,0.2973770.0314260.2220130.00.1966820.00.01.01.00.00.00.00.2177010.1914260.4406970.0483480.2811990.0250610.362920.0287370.00.00.00.01.00.00.00.01.0
ore_ont_6817.owl,0.3668310.0312690.1579390.0013490.3076150.018370.01.01.00.1814290.0018120.00.6072270.2078820.4522030.2315570.5402870.0433180.3764040.049470.00.00.0542971.01.00.00.00.01.0
ore_ont_6035.owl,0.4939830.2033010.5193120.451960.6707760.4328250.5532081.00.9998890.4715190.0450430.1667370.00.2602380.6440410.1450830.5477950.2491110.649610.1636720.62060.00.5786160.37941.00.00.00.0777781.0
ore_ont_14353.owl,0.2727040.2182380.561310.3914950.4985361.00.1077711.01.00.319570.0352120.3348570.4314040.1541960.3332980.1437640.3370460.1526720.3193210.1324870.00.00.3371571.01.00.00.00.01.0
