Ontology,SOV,ENR,TIP,EOG,RCH,CYC,GCI,HGCI,ESUB,DSUB,CSUB,SUPECHN,SUBECHN,SUBCCHN,SUPDCHN,DSUPECHN,DSUBECHN,DSUBCCHN,DSUPDCHN,ELCLSPRT,ELAXPRT,HLC,RHLC,IHR,IIR,ITR,IND,aNOC,mNOC,tNOC,aCID,mCID,tCID,aCOD,mCOD,tCOD,aDIT,mDIT,tDIT,aNOP,mNOP,tNOP,ENUM,ENUMP,NEG,NEGP,CONJ,CONJP,DISJ,DISJP,UF,UFP,EF,EFP,VALUE,VALUEP,SELF,SELFP,MNCAR,MNCARP,MXCAR,MXCARP,CAR,CARP,OBP,OBPP,DTP,DTPP,FUN,FUNP,SYM,SYMP,TRN,TRNP,IFUN,IFUNP,ASYM,ASYMP,REFLE,REFLEP,IRREF,IRREFP,SUBP,EQVP,DISP,INV,DOMN,RANG,CHN,CHNP,ELPROP
ore_ont_16274.owl,349,1.06779661,2,1.830641516,0.047619048,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0.951923077,0.97,0,0,0,0,0,115,0.942857143,13,99,2.314285714,22,243,1.038095238,4,109,0,0,0,1.00952381,3,106,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,2,0.4,0,0,2,0.4,12,0.6667,6,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,14,12,0,0,1
ore_ont_16283.owl,23133,2.300976336,31790,2.115709319,0.234612072,39313,0,219,0.520943243,0,0,1186,2094,0,0,6,6,0,0,1,0.99987798,14424,0.351804878,7132,0,7179,0,1.350062943,7128,40753,1.599847611,7128,48293,2.302888756,9,69515,0,0,0,2.053104088,9,61975,0,0,0,0,219,0.0309,0,0,0,0,6863,0.9691,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,5,0.1724,8,0.2759,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0.772727273
ore_ont_16286.owl,72457,1.61240064,30329,1.320634292,1.15E-04,44379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999884664,0.999000725,0,0,0,14,0,4763,1.498937274,30332,90975,1.772428451,37276,107574,1.501458158,14,91128,0,0,0,1.499695187,2,91021,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4727,0.6751,2275,0.3249,0,0,2,0.0003,6,0.0009,0,0,0,0,0,0,0,0,6932,0,0,6,7002,6996,0,0,0.999618029
ore_ont_16289.owl,163,2.211764706,1,2.845402039,0.184210526,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810810811,0.141509434,0,0,0,14,0,47,0.394736842,4,15,7.684210526,27,292,3.815789474,14,145,0,0,0,1,2,38,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.5375,37,0.4625,0,0,2,0.025,6,0.075,0,0,0,0,0,0,0,0,10,0,0,6,80,74,0,0,0.95505618
ore_ont_16299.owl,12153,1.006251542,74,0.314221284,3.29E-04,78,0,0,0.006031666,0,0,0,0,0,0,0,0,0,0,0.999753188,0.999664907,0,0,0,0,0,0,0.981984205,10744,11937,0.982313261,10744,11941,1.006334321,2,12233,0,0,0,1.006005265,2,12229,0,0,3,0.75,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_16303.owl,4529,2.022024291,4568,2.755587751,0.280552241,6411,52,0,0.403128031,0,0,4972,6090,0,0,17,17,0,0,0.995904437,0.994665373,5610,0.6506611,2707,2730,0,151,1.405829214,157,8248,1.714163968,163,10057,2.058973922,12,12080,0,0,0,1.778421681,12,10434,0,0,24,0.0146,0,0,0,0,0,0,1622,0.9854,0,0,0,0,0,0,0,0,0,0,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,42,0,0,0,0,0.777777778
ore_ont_16312.owl,1198,1.120732723,148,1.91212109,0.002508361,145,0,0,0.024645258,0,0,32,54,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1.119565217,38,1339,1.122073579,38,1342,1.12541806,6,1346,0,0,0,1.122909699,6,1343,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_16315.owl,63287,1.702430784,319,2.107757619,0.421823335,47007,0,223,0.144824522,0,0,633,701,0,0,8,8,0,0,0.998818944,0.99475595,476,0.0045993,40392,40386,37427,58273,0.26582428,41,2251,4.631199811,14869,39217,1.511100614,10,12796,0,0,0,1.037553141,6,8786,4,0.0011,0,0,219,0.0613,2,0.0006,4,0.0011,3343,0.9359,0,0,0,0,0,0,0,0,0,0,151,1,0,0,2,0.0132,5,0.0331,21,0.1391,0,0,0,0,0,0,0,0,108,0,0,23,33,23,66,0.437086093,0.900355872
ore_ont_16321.owl,215,2.118055556,69,2.955350375,0.618181818,324,0,0,0.018518519,0.027777778,0,0,0,0,0,0,0,0,0,0.394495413,0.212435233,12,0.024193548,12,0,0,30,0.981818182,11,108,3.363636364,23,370,2.790909091,14,307,0,0,0,1.618181818,6,178,0,0,0,0,0,0,12,0.1765,6,0.0882,2,0.0294,1,0.0147,0,0,6,0.0882,25,0.3676,16,0.2353,33,0.4714,37,0.5286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,70,70,0,0,1
ore_ont_1634.owl,6761,1.220798161,10513,0.833118114,0.407738622,20092,0,2282,0.3881005,0,0,12876,15920,0,0,24,24,0,0,0.998848844,0.988320723,17104,0.172980845,112,8105,7930,79149,1.522401275,432,17194,9.370816363,52604,105834,2.771117407,18,31297,0,0,0,1.930759695,15,21806,0,0,0,0,2269,0.4927,13,0.0028,0,0,2323,0.5045,0,0,0,0,0,0,0,0,0,0,65,1,0,0,0,0,0,0,8,0.1231,0,0,0,0,0,0,0,0,23,0,0,5,0,0,18,0.276923077,0.907407407
ore_ont_16351.owl,98,1.451612903,57,2.365837739,0.265306122,56,26,0,0.265306122,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,6,98,1.265306122,26,124,1.836734694,4,180,0,0,0,1.571428571,4,154,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_16359.owl,163,2.211764706,1,2.845402039,0.184210526,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810810811,0.141509434,0,0,0,14,0,47,0.394736842,4,15,7.684210526,27,292,3.815789474,14,145,0,0,0,1,2,38,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.5375,37,0.4625,0,0,2,0.025,6,0.075,0,0,0,0,0,0,0,0,10,0,0,6,80,74,0,0,0.95505618
ore_ont_16371.owl,1156,1.354032258,85,2.272917981,0.094382022,451,0,25,0.007909605,0.006779661,0,0,0,0,2,0,0,0,2,0.953880765,0.981318681,17,0.011805556,48,0,0,83,0.994382022,71,885,1.452808989,71,1293,1.291011236,8,1149,0,0,0,1.094382022,3,974,0,0,4,0.0476,24,0.2857,29,0.3452,0,0,19,0.2262,0,0,0,0,3,0.0357,0,0,5,0.0595,57,0.9048,6,0.0952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,34,39,0,0,1
ore_ont_16372.owl,838,2.190379404,192,3.004227893,0.424382716,1785,0,103,0.179459459,0.00972973,0,136,208,61,0,7,7,4,0,0.935907336,0.695652174,452,0.274271845,171,262,65,103,0.713734568,40,925,1.959876543,77,2540,2.274691358,20,2948,0,0,0,1.147376543,5,1487,5,0.0091,5,0.0091,196,0.3564,24,0.0436,43,0.0782,271,0.4927,0,0,0,0,2,0.0036,0,0,4,0.0073,71,0.9467,4,0.0533,8,0.1067,0,0,15,0.2,0,0,0,0,0,0,0,0,37,0,0,20,36,41,6,0.08,0.877300613
ore_ont_16414.owl,87978,5.196631214,14,3.008606081,0.634811047,415602,0,772,0,0,0,0,0,0,0,0,0,0,0,0.810614322,1,0,0,0,96892,58328,86947,0.369549419,873,1017,108.6606105,87658,299034,2.169331395,7,5970,0,0,0,1.004723837,5,2765,0,0,0,0,494,0.2828,0,0,521,0.2982,732,0.419,0,0,0,0,0,0,0,0,0,0,26,0.963,1,0.037,1,0.037,0,0,3,0.1111,0,0,0,0,0,0,0,0,1,0,0,2,4,4,0,0,0.866666667
ore_ont_16420.owl,10703,2.651661308,6853,3.18121741,0.233696729,22110,0,40,0.066803982,0.009406111,0,2485,4538,0,3,8,7,0,3,0.855145747,0.891689882,3177,0.10884983,2632,2650,387,1624,1.443508424,270,14565,2.887215064,1328,29132,2.781169475,14,28062,0,0,0,1.679088206,10,16942,0,0,0,0,28,0.0119,350,0.1484,131,0.0556,872,0.3698,975,0.4135,0,0,2,0.0008,0,0,0,0,849,0.9269,67,0.0731,21,0.0229,23,0.0251,27,0.0295,0,0,0,0,0,0,0,0,343,0,0,165,783,745,0,0,0.910773612
ore_ont_16425.owl,479,1.448574969,226,1.780134656,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,438,0.978319783,9,361,2.536585366,235,936,1.975609756,14,729,0,0,0,1.609756098,13,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_16428.owl,84163,2.443644999,114618,2.194826452,0.401635439,203055,31933,0,0.332379353,0,0,11804,14693,0,0,16,16,0,0,1,1,0,0,0,0,0,0,1.238155509,22264,174128,1.867031678,22318,262570,2.443872436,43,343694,0,0,0,1.814996267,43,255252,0,0,0,0,31102,0.5506,0,0,0,0,25382,0.4494,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0.333333333,1
ore_ont_16444.owl,59299,2.426868496,95445,2.917365172,0.299347056,131568,11,0,0.400242559,0,0,103136,139350,0,0,34,33,0,0,0.998696466,0.999195792,26567,0.172161955,13777,12048,0,0,1.827082371,5427,154182,2.126417576,5427,179442,2.430362497,28,205091,0,0,0,2.131027291,28,179831,0,0,110,0.0044,0,0,0,0,0,0,25151,0.9956,0,0,0,0,0,0,0,0,0,0,173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,21,0,0,0,0,0.832
ore_ont_16453.owl,1870,1.085487198,869,0.715016279,0.225217752,1409,0,0,0.714494876,0,0,2007,2295,0,0,8,8,0,0,1,1,1950,0.116057612,0,0,1950,14069,1.133139776,103,2732,7.193695562,7029,17344,1.585234343,112,3822,0,0,0,1.360016591,112,3279,0,0,0,0,0,0,0,0,0,0,543,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_16457.owl,124315,5.253642048,14,2.753689765,0.593908629,595256,0,506,0,0,0,0,0,0,0,0,0,0,0,0.818284424,0.994016455,6,9.10E-06,80910,138904,80906,123515,0.412295544,602,731,238.3434856,123468,422583,2.111111111,10,3743,0,0,0,1.007332205,4,1786,4,0.0038,0,0,281,0.2669,2,0.0019,316,0.3001,450,0.4274,0,0,0,0,0,0,0,0,0,0,141,0.993,1,0.007,2,0.0141,1,0.007,14,0.0986,0,0,0,0,0,0,0,0,100,0,0,23,33,23,66,0.464788732,0.908396947
ore_ont_1646.owl,336,2.96039604,94,2.82003968,0.625925926,1006,0,4,0.286549708,0.01754386,0,82,112,0,2,9,9,0,2,0.739776952,0.561181435,224,0.20702403,135,135,22,0,0.633333333,5,171,3.485185185,97,941,2.455555556,11,663,0,0,0,1.344444444,6,363,0,0,5,0.0296,32,0.1893,13,0.0769,50,0.2959,67,0.3964,0,0,0,0,1,0.0059,0,0,1,0.0059,235,1,0,0,0,0,1,0.0043,12,0.0511,0,0,0,0,0,0,0,0,238,0,0,124,235,235,0,0,0.852071006
ore_ont_16461.owl,109,5.923611111,23,2.853572831,0.2734375,709,2,9,0.224299065,0,0.018691589,0,0,0,0,0,0,0,0,0.992125984,0.982905983,20,0.153846154,27,0,0,0,0.8359375,21,107,6.2265625,35,797,6.5625,36,840,0,0,0,1.171875,22,150,0,0,0,0,2,0.0571,0,0,0,0,32,0.9143,0,0,0,0,1,0.0286,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1
ore_ont_16462.owl,146330,2.131591225,113587,2.081348955,0.196822711,206188,0,51555,0.679015665,0,0,15225,44334,0,0,7,7,0,0,0.999945067,0.999948818,310283,1.22055827,95926,95848,80639,0,1.082805067,37678,197116,1.591127322,37678,289652,2.131969545,47,388108,0,0,0,1.623954912,6,295628,4,0.0001,0,0,291,0.0081,2,0.0001,4,0.0001,35529,0.9916,0,0,0,0,0,0,0,0,0,0,151,1,0,0,2,0.0132,5,0.0331,21,0.1391,0,0,0,0,0,0,0,0,108,0,0,23,33,23,66,0.437086093,0.900355872
ore_ont_16481.owl,255,4.722222222,80,3.337609872,0.643835616,1482,0,36,0.007936508,0,0,0,0,0,0,0,0,0,0,0.610091743,0.122340426,133,0.202435312,259,94,90,161,0.575342466,11,126,2.397260274,44,525,2.671232877,9,585,0,0,0,1.360730594,9,298,14,0.0993,0,0,55,0.3901,1,0.0071,11,0.078,1,0.0071,50,0.3546,0,0,2,0.0142,1,0.0071,6,0.0426,13,0.9286,1,0.0714,6,0.4286,1,0.0714,1,0.0714,0,0,0,0,0,0,0,0,5,0,0,2,7,10,0,0,0.90625
ore_ont_165.owl,205,1.709677419,122,1.906879279,0.063492063,154,0,0,0.416382253,0,0,92,184,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1.55026455,139,293,1.751322751,139,331,1.703703704,2,322,0,0,0,1.64021164,2,310,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,28,1,0,0,1,0.0357,0,0,15,0.5357,0,0,0,0,0,0,0,0,12,0,0,11,7,19,0,0,0.830769231
ore_ont_16501.owl,197,2.397959184,356,1.667946037,0.501285347,548,0,0,0.649635036,0,0,353,510,0,0,79,79,0,0,1,1,356,0.646098004,165,0,191,0,1.40874036,192,548,1.910025707,192,743,2.413881748,4,939,0,0,0,1.912596401,4,744,0,0,0,0,0,0,0,0,0,0,195,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0.6667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ore_ont_16509.owl,2431,1.108386965,766,0.964842012,0.11127433,1061,0,0,0.272641212,0,0,935,1329,0,0,15,15,0,0,1,1,987,0.096452653,0,546,441,7055,1.163789938,207,3169,3.865956665,3325,10527,1.392214469,9,3791,0,0,0,1.28094014,9,3488,0,0,0,0,0,0,0,0,0,0,303,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,5,0.4545,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.555555556
ore_ont_16511.owl,22228,3.912836197,5,2.103111036,0.285714286,65040,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.571428571,6,6.90E-05,4960,47980,1304,22122,0.666666667,4,14,1059.190476,8764,22243,1.19047619,2,25,0,0,0,1.19047619,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.8333,0,0,1,0.1667,58,0.6744,28,0.3256,4,0.0465,2,0.0233,2,0.0233,0,0,0,0,0,0,0,0,6,0,0,28,56,79,0,0,0.830508475
ore_ont_16519.owl,67026,2.4589925,99043,2.513278432,0.051584774,103111,0,219,0.46308472,0,0,6953,19552,0,0,8,8,0,0,1,0.999965808,64794,0.443014693,32317,0,32364,0,2.066901658,32312,146008,2.124729265,32312,150093,2.459874577,7,173768,0,0,0,2.40204697,7,169683,0,0,0,0,219,0.0601,0,0,0,0,3425,0.9399,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,5,0.1724,8,0.2759,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0.772727273
ore_ont_16535.owl,153,2.668918919,52,3.086541186,0.603375527,508,0,15,0.424,0.016,0,23,54,0,0,3,3,0,0,0.872881356,0.561085973,86,0.245714286,14,124,16,25,0.52742616,6,125,2.067510549,22,490,2.443037975,10,579,0,0,0,1.215189873,9,288,1,0.007,2,0.014,42,0.2937,2,0.014,18,0.1259,71,0.4965,2,0.014,0,0,5,0.035,0,0,0,0,34,1,0,0,0,0,1,0.0294,7,0.2059,0,0,0,0,0,0,0,0,6,0,0,13,20,19,0,0,0.787878788
ore_ont_16542.owl,19957,2.028803728,215,2.260661686,0.075431794,20754,0,8,0.001067616,0,0,0,0,0,0,0,0,0,0,0.925599436,0.925124202,0,0,0,8935,0,12573,0.990482904,948,2810,8.405005287,8367,23845,1.149453648,3,3261,0,0,0,1.075431794,3,3051,0,0,0,0,0,0,0,0,0,0,3,0.014,207,0.9673,0,0,3,0.014,0,0,1,0.0047,27,0.587,19,0.413,0,0,2,0.0435,0,0,0,0,0,0,0,0,0,0,13,0,0,9,21,37,0,0,0.865853659
ore_ont_16547.owl,3302,1.268599617,2126,1.556616832,0.137669801,2668,0,0,0.306472432,0,0,2804,4227,0,0,9,9,0,0,1,0.996875,1662,0.143958424,0,0,1662,6104,1.416666667,151,5423,3.153343783,5264,12071,1.69723093,6,6497,0,0,0,1.555120167,5,5953,0,0,0,0,0,0,0,0,0,0,527,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_16558.owl,3684,1.947785856,3450,2.745365108,0.188533627,4302,0,0,0.443742985,0,0,3042,4400,0,0,8,8,0,0,1,1,3163,0.443556303,201,0,2863,0,1.571775083,241,7128,1.76030871,241,7983,1.949062845,22,8839,0,0,0,1.760529217,22,7984,0,0,0,0,0,0,0,0,0,0,855,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
ore_ont_16559.owl,7500,4.160867258,36007,3.300793203,0.43146323,41695,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.86686884,940,37814,3.298256255,940,43504,4.161182714,173,54886,0,0,0,3.729795299,173,49196,0,0,0,0,0,0,0,0,0,0,5691,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_16565.owl,4788,1.493989482,819,2.501824538,0.146757679,2646,0,247,0.026973311,0,0,17,31,0,0,5,5,0,0,0.877951636,0.839659179,382,0.057322929,556,18,15,1155,1.001706485,53,3522,1.609499431,90,5659,1.471558589,9,5174,0,0,0,1.232650739,9,4334,0,0,0,0,0,0,2,0.0039,245,0.4748,87,0.1686,168,0.3256,0,0,5,0.0097,0,0,9,0.0174,498,0.9396,32,0.0604,0,0,3,0.0057,7,0.0132,0,0,0,0,0,0,0,0,308,46,0,10,74,183,0,0,0.844903988
ore_ont_16586.owl,148979,3.86281854,507592,3.194867436,0.228318786,552619,0,219,0.858663585,0,0,41655,225346,0,0,9,9,0,0,1,0.999991879,100111,0.162570376,146,0,40204,0,3.18811291,59803,615089,3.421609686,59803,660138,3.864428918,204,745572,0,0,0,3.630932142,204,700523,0,0,0,0,493,0.0112,0,0,0,0,43557,0.9888,0,0,0,0,0,0,0,0,0,0,97,1,0,0,0,0,5,0.0515,20,0.2062,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0.943820225
ore_ont_16594.owl,179,1.613168724,95,2.458811402,0.256637168,151,0,0,0.356275304,0,0,154,175,0,0,6,6,0,0,1,1,0,0,0,0,0,0,1.092920354,18,247,1.349557522,18,305,1.672566372,4,378,0,0,0,1.415929204,4,320,0,0,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0.352941176,1
ore_ont_16596.owl,112908,2.321789872,155005,2.267041307,0.156519399,176923,0,219,0.648766774,0,0,32726,97288,0,0,7,7,0,0,1,0.999979844,100111,0.403429377,146,0,40204,0,1.850890113,59807,247551,2.014916222,59807,269489,2.322960515,7,310689,0,0,0,2.158934406,7,288751,0,0,0,0,493,0.0236,0,0,0,0,20441,0.9764,0,0,0,0,0,0,0,0,0,0,95,1,0,0,0,0,5,0.0526,20,0.2105,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0.943820225
ore_ont_16610.owl,2804,3.348652932,7918,2.721942609,0.259857105,8892,0,0,0.733009709,0,0,4083,9772,0,0,15,15,0,0,1,1,0,0,0,0,0,0,2.834612331,1990,10712,3.094469436,1990,11694,3.354855782,11,12678,0,0,0,3.094998677,11,11696,0,0,0,0,0,0,0,0,0,0,982,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,0.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_16617.owl,4816,1.495707353,824,2.505285614,0.14739229,2674,0,250,0.025764439,0,0,13,23,0,0,2,2,0,0,0.876382194,0.838136902,375,0.055878409,564,13,15,1174,1.001133787,53,3532,1.613095238,90,5691,1.473922902,9,5200,0,0,0,1.233276644,9,4351,0,0,0,0,0,0,2,0.0038,245,0.4712,84,0.1615,175,0.3365,0,0,5,0.0096,0,0,9,0.0173,501,0.94,32,0.06,0,0,3,0.0056,7,0.0131,0,0,0,0,0,0,0,0,311,48,0,12,77,183,0,0,0.838896952
ore_ont_16619.owl,5709,3.314940917,9929,3.283922249,0.42963335,23121,0,2660,0.432658848,0,0,3896,7047,0,0,8,8,0,0,1,0.999889989,20,0.001099505,11,0,10,0,1.558814666,837,15518,2.886288297,1674,28733,3.324761426,13,33098,0,0,0,1.997287795,12,19883,0,0,0,0,2660,0.6219,0,0,0,0,1617,0.3781,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,5,0.1613,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
ore_ont_1662.owl,160,1.8375,0,1.526491161,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.04,73,153,0.986666667,1,74,0,0,0,0.986666667,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,73,73,0,0,1
ore_ont_16626.owl,297,1.075163399,21,1.837486544,0.03,23,0,0,0.058064516,0,0,68,79,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1.033333333,20,310,1.063333333,20,319,1.096666667,3,329,0,0,0,1.066666667,3,320,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_16630.owl,232,1.232653061,11,1.820155453,0.205128205,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789473684,0.774193548,1,0.003448276,0,1,3,134,0.794871795,5,31,5.538461538,124,216,1.487179487,4,58,0,0,0,1.256410256,3,49,0,0,0,0,0,0,3,0.375,0,0,0,0,4,0.5,0,0,0,0,0,0,1,0.125,40,0.7143,16,0.2857,11,0.1964,0,0,3,0.0536,1,0.0179,0,0,0,0,0,0,3,0,0,2,29,26,2,0.035714286,0.961038961
ore_ont_16632.owl,9168,2.478096268,77,1.725846316,0.855555556,13667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134831461,0.11,0,0,0,4837,114,312,0.977777778,4,88,4.833333333,216,435,1.988888889,43,179,0,0,0,1.844444444,43,166,0,0,0,0,0,0,0,0,1,0.013,0,0,0,0,0,0,1,0.013,75,0.974,0,0,6,0.0632,89,0.9368,0,0,1,0.0105,2,0.0211,0,0,0,0,0,0,0,0,79,0,0,3,16,41,0,0,0.971830986
ore_ont_16642.owl,5213,1.428936605,1036,2.406550878,0.142141665,2539,0,281,0.02666043,0,0,42,89,0,0,5,5,0,0,0.882156489,0.84635138,299,0.043598717,142,19,15,1285,1.019794896,51,4276,1.588600048,88,6661,1.480562843,9,6208,0,0,0,1.246839971,9,5228,0,0,0,0,0,0,2,0.0034,301,0.505,102,0.1711,188,0.3154,0,0,0,0,0,0,3,0.005,308,0.9139,29,0.0861,0,0,3,0.0089,4,0.0119,0,0,0,0,0,0,0,0,119,44,0,16,63,174,0,0,0.770877944
ore_ont_1666.owl,5949,1.897684606,4971,1.77169881,0.379616107,8607,0,0,0.666544522,0,0,12,333,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1.138744002,3639,10916,1.518360108,3639,14555,1.898080534,329,18195,0,0,0,1.518464427,329,14556,0,0,0,0,0,0,0,0,0,0,3639,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_16666.owl,4611,2.259472327,2771,3.12181605,0.101871594,6415,0,12,0.02477822,0.001070664,0,1063,1383,0,2,7,7,0,2,0.933823529,0.947805099,452,0.043528505,366,426,150,376,1.548922056,194,6538,2.441127695,497,10304,2.326936745,11,9822,0,0,0,1.656242597,10,6991,0,0,0,0,6,0.014,82,0.1907,33,0.0767,146,0.3395,163,0.3791,0,0,0,0,0,0,0,0,346,0.8827,46,0.1173,14,0.0357,4,0.0102,12,0.0306,0,0,0,0,0,0,0,0,115,0,0,58,313,298,0,0,0.923832924
ore_ont_16669.owl,3501,2.073117558,1425,2.85724775,0.443603604,6437,0,670,0.289086967,0,0,1198,1895,643,0,10,10,7,0,1,1,1593,0.276035349,3335,0,163,0,0.747927928,77,4151,1.643783784,85,9123,2.152432432,14,11946,0,0,0,1.256576577,14,6974,0,0,0,0,1262,0.5126,0,0,0,0,1200,0.4874,0,0,0,0,0,0,0,0,0,0,413,1,0,0,150,0.3632,0,0,26,0.063,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,1
ore_ont_16670.owl,246,1.421487603,75,2.316351696,0.54954955,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445454545,0.242990654,14,0.03406326,13,0,0,112,0.963963964,8,107,2.873873874,38,319,1.918918919,9,213,0,0,0,1.666666667,9,185,0,0,0,0,0,0,7,0.1148,13,0.2131,0,0,0,0,0,0,2,0.0328,24,0.3934,15,0.2459,24,0.3478,45,0.6522,0,0,0,0,1,0.0145,0,0,0,0,0,0,0,0,10,0,0,0,59,55,0,0,1
ore_ont_16680.owl,32994,2.935032639,75022,3.184590388,0.398643931,106513,0,4378,0.500585045,0,0,75324,98235,0,0,89,89,0,0,0.998419728,0.999232711,783,0.00697519,391,0,41,0,1.978629966,3398,107681,2.547131675,3398,138620,2.947006725,31,160382,0,0,0,2.378505016,31,129443,0,0,0,0,4312,0.1988,86,0.004,0,0,17297,0.7973,0,0,0,0,0,0,0,0,0,0,267,1,0,0,0,0,4,0.015,34,0.1273,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0.976470588
